Author Name,Title,Cited By,Publication Year
Eric Sundberg,Molecular interactions in interleukin and toll-like receptor signaling pathways,12,2014
Eric Sundberg,Regulation of Ca2+/calmodulin kinase II by a small C-terminal domain phosphatase,12,2008
Eric Sundberg,Mechanism of cooperative N-glycan processing by the multi-modular endoglycosidase EndoE,11,2022
Eric Sundberg,Molecular determinants of filament capping proteins required for the formation of functional flagella in Gram-negative bacteria,11,2021
Eric Sundberg,"Target highlights from the first post‐PSI CASP experiment (CASP12, May–August 2016)",11,2018
Eric Sundberg,"Liquid–liquid diffusion crystallization improves the X-ray diffraction of EndoS, an endo-β-N-acetylglucosaminidase from Streptococcus pyogenes with activity on human IgG",10,2013
Eric Sundberg,Croquemort elicits activation of the immune deficiency pathway in ticks,9,2023
Eric Sundberg,Structure of the N-terminal dimerization domain of CEACAM7,9,2015
Eric Sundberg,Molecular basis of a million-fold affinity maturation process in a protein–protein interaction,9,2011
Eric Sundberg,GH18 endo-β-N-acetylglucosaminidases use distinct mechanisms to process hybrid-type N-linked glycans,8,2021
Eric Sundberg,An Intrinsically Disordered Region in the Proapoptotic ASPP2 Protein Binds to the Helicobacter pylori Oncoprotein CagA,8,2015
Eric Sundberg,Characterization of the Staphylococcal enterotoxin A: Vβ receptor interaction using human receptor fragments engineered for high affinity,8,2013
Eric Sundberg,Modulating antibody effector functions by Fc glycoengineering,7,2023
Eric Sundberg,Insights into substrate recognition and specificity for IgG by Endoglycosidase S2,7,2021
Eric Sundberg,Structural basis of the dynamic human CEACAM1 monomer-dimer equilibrium,7,2021
Eric Sundberg,Recombinant expression and purification of the N-terminal extracellular domain of the parathyroid hormone receptor,7,2007
Eric Sundberg,"Synthetic, structural mimetics of the β-hairpin flap of HIV-1 protease inhibit enzyme function",6,2015
Eric Sundberg,An unbroken network of interactions connecting flagellin domains is required for motility in viscous environments,5,2023
Eric Sundberg,Mechanism of glycoform specificity and in vivo protection by an anti-afucosylated IgG nanobody,4,2023
Eric Sundberg,The molecular architecture of protein–protein binding sites,4,2009
Eric Sundberg,Molecular recognition of diverse ligands by T-cell receptors,4,2009
Eric Sundberg,Biophysicists' outstanding response to Covid-19,3,2021
Eric Sundberg,Antibody structure and recognition of antigen,3,2004
Eric Sundberg,"Congressional budget responses to the pandemic: Fund health care, not warfare",2,2021
Eric Sundberg,Getting oriented with antibodies,2,2017
Eric Sundberg,Crystal structures of the TIR domains from the Brucella protein TcpB and host adapter TIRAP reveal mechanisms of molecular mimicry,2,2014
Eric Sundberg,"With an antibody whose duty's double, a step towards ending asthma trouble?",2,2013
Eric Sundberg,Neutralizing Agents for Bacterial Toxins,2,2011
Eric Sundberg,Antibodies targeting the shared cytokine receptor IL-1 receptor accessory protein invoke distinct mechanisms to block all cytokine signaling,1,2024
Eric Sundberg,Mass Spectrometry-Based Methods to Determine the Substrate Specificities and Kinetics of N-Linked Glycan Hydrolysis by Endo-β-N-Acetylglucosaminidases,1,2023
Eric Sundberg,Mechanism of glycoform specificity and protection against antibody dependent enhancement by an anti-afucosylated IgG nanobody,1,2023
Eric Sundberg,Lipid A mimetics BECC438 and BECC470 potentiate durable and balanced immune responses using an ovalbumin murine vaccine model.,1,2021
Eric Sundberg,Dissecting protein-protein interactions,1,2009
Eric Sundberg,Human gut microbes express functionally distinct endoglycosidases to metabolize the same N-glycan substrate,0,2024
Eric Sundberg,Combinatorially restricted computational design of protein-protein interfaces to produce IgG heterodimers,0,2024
Eric Sundberg,Glycan Remodeling on the Cell Surface and Deep Mutational Scanning to Identify Fc Variants with Altered Affinity to Fc Gamma Receptor 3a,0,2023
Eric Sundberg,Structure and Function of a Novel Family of IgG-specific Endoglycosidases,0,2023
Eric Sundberg,Improved glycosynthase enzymes for IgG-specific glycoengineering,0,2023
Eric Sundberg,Development of Improved Glycosynthase Enzymes,0,2022
Eric Sundberg,Highly ordered polymeric structure assemblies of endoglycosidases from the gut microbiome,0,2022
Eric Sundberg,CD36 homologs determine microbial resistance to the Lyme disease spirochete,0,2022
Eric Sundberg,Semi-quantitative methods for multi-site deglycosylation events,0,2021
Eric Sundberg,Biophysicists address COVID-19 challenges II.,0,2021
Eric Sundberg,Reversal of fosfomycin resistance,0,2021
Eric Sundberg,Antibody Modeling using Molecular Dynamics and Silcs Fragmaps,0,2021
Eric Sundberg,Structural and molecular analysis of endoglycosidases and SusD-like proteins reveal a possible cooperation for the import of N-glycans in the gut microbiome,0,2021
Eric Sundberg,Hyper-glycosylated antibodies with selective Fc receptor binding,0,2020
Eric Sundberg,Uphold the nuclear weapons test moratorium,0,2020
Eric Sundberg,CYTOKINES: FROM BASIC MECHANISMS OF CELLULAR CONTROL TO NEW THERAPEUTICS. Cold Spring Harbor Perspectives in Biology,0,2020
Eric Sundberg,Hijacking antibody-induced CTLA-4 lysosomal degradation for safer and more effective cancer immunotherapy.,0,2020
Eric Sundberg,Abstract B3: Hijacking antibody-induced CTLA-4 lysosomal degradation for safer and more effective cancer immunotherapy,0,2020
Eric Sundberg,Adaptive Immunity in Cardiovascular Disease: Direct CD137 costimulation of CD8 T cells promotes retention and innate-like function within nascent atherogenic foci,0,2019
Eric Sundberg,Direct Cd137 Costimulation of Cd8 T Cells Promotes Retention in Nascent and Developed Atherogenic Foci,0,2019
Eric Sundberg,G-104 The Helicobacter pylori adhesin protein HopQ exploits the dimer interface of human CEACAMs for oncoprotein translocation,0,2018
Eric Sundberg,The Crystal Structure of the IL-33 Signaling Complex Reveals the Molecular Basis for Receptor Sharing in the IL-1 Family.,0,2017
Eric Sundberg,"Helicobacter pylori exploits human CEACAMs via HopQ for adherence and translocation of CagA (vol 2, 16188, 2016)",0,2017
Eric Sundberg,Common Challenges in Studying the Structure and Function of Bacterial Proteins: Case Studies from Helicobacter pylori,0,2017
Eric Sundberg,The tick protein sialostatin L2 binds to annexin A2 and inhibits NLRC4-mediated inflammasome activation.,0,2016
Eric Sundberg,G-107 Enzymatic manipulation of antibody Fc-mediated effector functions,0,2016
Eric Sundberg,Microbial Manipulation of Antibody Effector Functions,0,2015
Eric Sundberg,Natural and Directed Evolution of Intrinsically Disordered Proteins,0,2014
Eric Sundberg,"P-C6 Crystal structure of EndoS, an immunomodulatory endoglycosidase specific for human IgG antibodies.",0,2014
Eric Sundberg,The Interaction Between the H. Pylori Oncoprotein Caga and Human Pro-Apoptotic ASPP2 is Distributed Throughout Both Proteins and Involves Intrinsically Disordered Regions,0,2014
Eric Sundberg,Inhibition of TLR2 signaling by small molecule inhibitors targeting a novel putative pocket within the TLR2 TIR domain (INM9P. 448),0,2014
Eric Sundberg,"Development of microbial-derived inhibitory peptides using structural studies of microbial TIR proteins TcpB, TcpC and host adapters TIRAP and MyD88.(INM9P. 449)",0,2014
Eric Sundberg,"Daniel A. Bonsor1, Evelyn Weiss2, Anat Iosub-Amir3, Tali H. Reingewertz1, Tiffany W. Chen4",0,2013
Eric Sundberg,The TCR β-chain CDR2 Loop Governs Vβ-specificity by Bacterial Superantigens,0,2010
Eric Sundberg,The Pro-apoptotic Protein Par-4 Regulates Myosin Light Chain Phosphorylation By Activating Myosin Phosphatase Activity,0,2009
Eric Sundberg,Molecular Requirements for MHC Class II,0,2008
Eric Sundberg,Protein–Protein Interactions,0,2007
Eric Sundberg,Neutralizing agents for bacterial toxins,0,2007
Eric Sundberg,"Top (Index), File: 17268555. pdf",0,2007
Eric Sundberg,"Engineering soluble, high-affinity receptor antagonists of bacterial enterotoxins",0,2006
Eric Sundberg,Molecular Recognition in the Immune System,0,2005
Eric Sundberg,Quantifying the energetics of cooperativity in a ternary protein complex.,0,2003
Eric Sundberg,Exploration of the P6/P7 Region of the Peptide-binding Site of the Human Class II MHC Protein HLA-DR1,0,2003
Eric Sundberg,Molecular Recognition in Antibody-Antigen Complexes-IV Thermodynamic Mapping of Antigen-Antibody Interfaces,0,2003
Eric Sundberg,Molecular Recognition in Antibody-Antigen Complexes-VI Accommodation of Mutations in Antigen-Antibody Interfaces,0,2003
Eric Sundberg,Molecular Recognition in Antibody-Antigen Complexes-II Structure of Antibody-Antigen Interfaces,0,2003
Eric Sundberg,Molecular Recognition in Antibody-Antigen Complexes-V Dissection of Binding Energetics in Antigen-Antibody Interfaces Using Double-Mutant Cycles,0,2003
Eric Sundberg,MOLECULAR AND STRUCTURAL IMMUNOLOGY-Functional Analysis of the TCR Binding Domain of Toxic Shock Syndrome Toxin-1 Predicts Further Diversity in MHC Class II/Superantigen/TCR …,0,2003
Eric Sundberg,Molecular Recognition in Antibody-Antigen Complexes-III Antibody Cross-Reactivity and Molecular Mimicry,0,2003
Eric Sundberg,Molecular Recognition in Antibody-Antigen Complexes-VIII Conclusions,0,2003
Eric Sundberg,Molecular Recognition in Antibody-Antigen Complexes-VII Functional Roles for Protein Plasticity in Antigen Recognition,0,2003
Eric Sundberg,Come Together,0,2001
Eric Sundberg,Structure and function of the streptococcal superantigen SSA,0,1999
Eric Sundberg,Supplementary Information for,0,Unknown
Eric Sundberg,Restart science stronger after COVID-19,0,Unknown
Eric Sundberg,rsc. li/medchem,0,Unknown
Eric Sundberg,Full wwPDB X-ray Structure Validation Report i○,0,Unknown
Eric Sundberg,HLA-DM Captures Partially Empty HLA-DR Molecules for Catalyzed Peptide Removal,0,Unknown
Eric Sundberg,Molecular Determinants of Agonist and,0,Unknown
Eric Sundberg,Molecular basis for epitope recognition by non-neutralizing anti-gp41 antibody F240,0,Unknown
Eric Sundberg,HIV-1 CTL escape mutation contribute to dendritic cell dysfunction by increasing pMHC class I binding to inhibitory myelomonocytic receptors,0,Unknown
Janet Scheel,A trial of darbepoetin alfa in type 2 diabetes and chronic kidney disease,2477,2009
Janet Scheel,Effect of rosiglitazone on the frequency of diabetes in patients with impaired glucose tolerance or impaired fasting glucose: a randomised controlled trial,2268,2006
Janet Scheel,Cardiorenal end points in a trial of aliskiren for type 2 diabetes,1667,2012
Janet Scheel,Metabolic effects of carvedilol vs metoprolol in patients with type 2 diabetes mellitus and hypertension: a randomized controlled trial,1212,2004
Janet Scheel,Effect of continuous glucose monitoring on glycemic control in adults with type 1 diabetes using insulin injections: the DIAMOND randomized clinical trial,1197,2017
Janet Scheel,Consensus statement by the American Association of Clinical Endocrinologists and American College of Endocrinology on the comprehensive type 2 diabetes management algorithm …,1171,2017
Janet Scheel,AACE comprehensive diabetes management algorithm 2013,1070,2013
Janet Scheel,Role of orlistat in the treatment of obese patients with type 2 diabetes: a 1-year randomized double-blind study,969,1998
Janet Scheel,The risk of developing end-stage renal disease in patients with type 2 diabetes and nephropathy: the RENAAL study,764,2003
Janet Scheel,Consensus statement by the American Association of Clinical Endocrinologists and American College of Endocrinology on the comprehensive type 2 diabetes management algorithm …,675,2020
Janet Scheel,Consensus statement by the American Association of Clinical Endocrinologists and American College of Endocrinology on the comprehensive type 2 diabetes management algorithm …,636,2016
Janet Scheel,"Effects of nortriptyline on depression and glycemic control in diabetes: results of a double-blind, placebo-controlled trial",635,1997
Janet Scheel,Evidence of a strong association between frequency of self-monitoring of blood glucose and hemoglobin A1c levels in T1D exchange clinic registry participants,601,2013
Janet Scheel,American Association of Clinical Endocrinologists and American College of Endocrinology–clinical practice guidelines for developing a diabetes mellitus comprehensive care plan …,599,2015
Janet Scheel,Continuous glucose monitoring versus usual care in patients with type 2 diabetes receiving multiple daily insulin injections: a randomized trial,568,2017
Janet Scheel,Anxiety and poor glycemic control: a meta-analytic review of the literature,475,2002
Janet Scheel,Factors responsible for impaired fibrinolysis in obese subjects and NIDDM patients,423,1994
Janet Scheel,The beneficial effect of angiotensin-converting enzyme inhibition with captopril on diabetic nephropathy in normotensive IDDM patients with microalbuminuria. North American …,397,1995
Janet Scheel,The effect of ruboxistaurin on nephropathy in type 2 diabetes,369,2005
Janet Scheel,Consensus statement by the American Association of Clinical Endocrinologists and American College of Endocrinology on the comprehensive type 2 diabetes management algorithm …,368,2019
Janet Scheel,Effect of continuous glucose monitoring on glycemic control in patients with type 2 diabetes treated with basal insulin: a randomized clinical trial,361,2021
Janet Scheel,"Continuous subcutaneous insulin infusion and multiple daily injection therapy are equally effective in type 2 diabetes: a randomized, parallel-group, 24-week study",358,2003
Janet Scheel,Gastrointestinal absorption and plasma kinetics of soy  Δ5-phytosterols and phytostanols in humans,346,2002
Janet Scheel,American Association of Clinical Endocrinology clinical practice guideline: developing a diabetes mellitus comprehensive care plan—2022 update,333,2022
Janet Scheel,Independent components of chronic kidney disease as a cardiovascular risk state: results from the Kidney Early Evaluation Program (KEEP),314,2007
Janet Scheel,Increased myocardial fatty acid metabolism in patients with type 1 diabetes mellitus,314,2006
Janet Scheel,Effects of pyridoxamine in combined phase 2 studies of patients with type 1 and type 2 diabetes and overt nephropathy,309,2007
Janet Scheel,"Sertraline for prevention of depression recurrence in diabetes mellitus: a randomized, double-blind, placebo-controlled trial",301,2006
Janet Scheel,Serum urate lowering with allopurinol and kidney function in type 1 diabetes,295,2020
Janet Scheel,AACE/ACE comprehensive diabetes management algorithm 2015,295,2015
Janet Scheel,Development and validation of the diabetes quality of life brief clinical inventory,289,2004
Janet Scheel,Risk scores for predicting outcomes in patients with type 2 diabetes and nephropathy: the RENAAL study,288,2006
Janet Scheel,Predictors of the progression of renal insufficiency in patients with insulin-dependent diabetes and overt diabetic nephropathy,287,1996
Janet Scheel,Task force on the new comprehensive diabetes algorithm,277,2013
Janet Scheel,Efficacy and safety of dapagliflozin in patients with inadequately controlled type 1 diabetes (the DEPICT-2 study): 24-week results from a randomized controlled trial,262,2018
Janet Scheel,Prevalence of pre-existing antibodies to CRISPR-associated nuclease Cas9 in the USA population,257,2018
Janet Scheel,"Long-term efficacy and safety of linagliptin in patients with type 2 diabetes and severe renal impairment: a 1-year, randomized, double-blind, placebo-controlled study",257,2013
Janet Scheel,Depression and coronary heart disease in women with diabetes,253,2003
Janet Scheel,HbA1c measurement improves the detection of type 2 diabetes in high-risk individuals with nondiagnostic levels of fasting plasma glucose: the Early Diabetes Intervention …,251,2001
Janet Scheel,Effect of continuous glucose monitoring on hypoglycemia in older adults with type 1 diabetes: a randomized clinical trial,243,2020
Janet Scheel,"Serum 1, 5-anhydroglucitol (GlycoMark™): a short-term glycemic marker",240,2003
Janet Scheel,Comparison of insulin aspart with buffered regular insulin and insulin lispro in continuous subcutaneous insulin infusion: a randomized study in type 1 diabetes,233,2002
Janet Scheel,Lack of effect of sucralose on glucose homeostasis in subjects with type 2 diabetes,223,2003
Janet Scheel,Reduction of glycosylated hemoglobin and postprandial hyperglycemia by acarbose in patients with NIDDM: a placebo-controlled dose-comparison study,209,1995
Janet Scheel,Abnormal myocardial acoustic properties in diabetic patients and their correlation with the severity of disease,208,1992
Janet Scheel,"The losartan renal protection study—rationale, study design and baseline characteristics of RENAAL (Reduction of Endpoints in NIDDM with the Angiotensin II Antagonist Losartan)",204,2000
Janet Scheel,Change in metabolic control and functional status after hospitalization: impact of patient activation intervention in diabetic patients,202,1991
Janet Scheel,D-chiro-inositol metabolism in diabetes mellitus.,191,1993
Janet Scheel,"Obesity in youth with type 1 diabetes in Germany, Austria, and the United States",184,2015
Janet Scheel,"Similar risk of malignancy with insulin glargine and neutral protamine Hagedorn (NPH) insulin in patients with type 2 diabetes: findings from a 5 year randomised, open-label study",183,2009
Janet Scheel,"Circulating 1, 5-anhydroglucitol levels in adult patients with diabetes reflect longitudinal changes of glycemia: a US trial of the GlycoMark assay",181,2004
Janet Scheel,Perioperative management of surgical patients with diabetes mellitus,179,1991
Janet Scheel,The American Association of Clinical Endocrinologists and the American College of Endocrinology: 2014 advanced framework for a new diagnosis of obesity as a chronic disease,176,2014
Janet Scheel,Clinical evaluation of glimepiride versus glyburide in NIDDM in a double-blind comparative study,176,1996
Janet Scheel,"Telmisartan plus hydrochlorothiazide versus telmisartan or hydrochlorothiazide monotherapy in patients with mild to moderate hypertension: a multicenter, randomized, double …",167,2001
Janet Scheel,Paradoxical increase in ventricular torsion and systolic torsion rate in type I diabetic patients under tight glycemic control,164,2006
Janet Scheel,Rationale—Trial to Reduce Cardiovascular Events with Aranesp Therapy (TREAT): evolving the management of cardiovascular risk in patients with chronic kidney disease,164,2005
Janet Scheel,Weight-bearing versus nonweight-bearing exercise for persons with diabetes and peripheral neuropathy: a randomized controlled trial,163,2013
Janet Scheel,Differential effects of β-blockers on albuminuria in patients with type 2 diabetes,162,2005
Janet Scheel,"Starting patients with type 2 diabetes on insulin therapy using once-daily injections of biphasic insulin aspart 70/30, biphasic human insulin 70/30, or NPH insulin in …",160,2003
Janet Scheel,Body weight changes with β-blocker use: results from GEMINI,156,2007
Janet Scheel,Remission of nephrotic range proteinuria in type I diabetes,156,1994
Janet Scheel,Clinical practice guidelines for healthy eating for the prevention and treatment of metabolic and endocrine diseases in adults: cosponsored by the American Association of …,147,2013
Janet Scheel,Anemia and the role of erythropoietin in diabetes,146,2006
Janet Scheel,Kidney disease end points in a pooled analysis of individual patient–level data from a large clinical trials program of the dipeptidyl peptidase 4 inhibitor linagliptin in type …,140,2015
Janet Scheel,Efficacy and safety of combination therapy: repaglinide plus metformin versus nateglinide plus metformin,137,2003
Janet Scheel,Effect of initiating use of an insulin pump in adults with type 1 diabetes using multiple daily insulin injections and continuous glucose monitoring (DIAMOND): a multicentre …,129,2017
Janet Scheel,Role of insulin in management of surgical patients with diabetes mellitus,126,1990
Janet Scheel,Metformin use and cardiovascular events in patients with type 2 diabetes and chronic kidney disease,125,2019
Janet Scheel,"Similar progression of diabetic retinopathy with insulin glargine and neutral protamine Hagedorn (NPH) insulin in patients with type 2 diabetes: a long-term, randomised, open …",121,2009
Janet Scheel,Diabetes and cancer—an AACE/ACE consensus statement,120,2013
Janet Scheel,Autoimmune diseases in children and adults with type 1 diabetes from the T1D Exchange Clinic Registry,116,2016
Janet Scheel,Differences in the management of type 1 diabetes among adults under excellent control compared with those under poor control in the T1D Exchange Clinic Registry,113,2013
Janet Scheel,A multilevel ecological approach to promoting walking in rural communities,113,2005
Janet Scheel,Relationship of personality characteristics to glucose regulation in adults with diabetes.,113,1991
Janet Scheel,Inhaled technosphere insulin compared with injected prandial insulin in type 1 diabetes: a randomized 24-week trial,112,2015
Janet Scheel,Fat-free foods supplemented with soy stanol-lecithin powder reduce cholesterolabsorption and LDL cholesterol,112,2003
Janet Scheel,Safety of sodium-glucose co-transporter 2 inhibitors,110,2019
Janet Scheel,Kidney outcomes in long-term studies of ruboxistaurin for diabetic eye disease,110,2007
Janet Scheel,GEMINI Investigators Metabolic effects of carvedilol vs metoprolol in patients with type 2 diabetes mellitus and hypertension: a randomized controlled trial,108,2004
Janet Scheel,"Stroke in patients with type 2 diabetes mellitus, chronic kidney disease, and anemia treated with Darbepoetin Alfa: the trial to reduce cardiovascular events with Aranesp …",106,2011
Janet Scheel,How the diabetic eye loses vision,104,2007
Janet Scheel,"Effects of alprazolam on glucose regulation in diabetes: results of double-blind, placebo-controlled trial",101,1995
Janet Scheel,"Predictors of fatal and nonfatal cardiovascular events in patients with type 2 diabetes mellitus, chronic kidney disease, and anemia: an analysis of the Trial to Reduce …",100,2011
Janet Scheel,"Comparative effectiveness of SGLT2 inhibitors, GLP-1 receptor agonists, DPP-4 inhibitors, and sulfonylureas on risk of kidney outcomes: emulation of a target trial using health …",96,2020
Janet Scheel,Finerenone in patients with chronic kidney disease and type 2 diabetes by sodium–glucose cotransporter 2 inhibitor treatment: the FIDELITY analysis,95,2022
Janet Scheel,Design of the COmbinatioN effect of FInerenone anD EmpaglifloziN in participants with chronic kidney disease and type 2 diabetes using a UACR Endpoint study (CONFIDENCE),93,2023
Janet Scheel,Impact of sex on the heart's metabolic and functional responses to diabetic therapies,91,2013
Janet Scheel,Comparison of carvedilol and metoprolol on serum lipid concentration in diabetic hypertensive patients,91,2009
Janet Scheel,Epidemiology of obesity and chronic kidney disease,91,2006
Janet Scheel,Fatty acids and insulin modulate myocardial substrate metabolism in humans with type 1 diabetes,90,2008
Janet Scheel,SYNTAX score and long-term outcomes: the BARI-2D trial,88,2017
Janet Scheel,Baseline characteristics in the trial to reduce cardiovascular events with aranesp therapy (TREAT),85,2009
Janet Scheel,Wireless Innovation for Seniors With Diabetes Mellitus (WISDM) Study Group. Effect of continuous glucose monitoring on hypoglycemia in older adults with type 1 diabetes: a …,84,2020
Janet Scheel,Sex and type 2 diabetes: Obesity‐independent effects on left ventricular substrate metabolism and relaxation in humans,82,2012
Janet Scheel,"Absorption kinetics and action profiles of subcutaneously administered insulin analogues (AspB9GluB27, AspB10, AspB28) in healthy subjects",75,1991
Janet Scheel,Race and sex differences in hypertension control in CKD: results from the Kidney Early Evaluation Program (KEEP),73,2008
Janet Scheel,Point‐of‐care test identifies diabetic ketoacidosis at triage,73,2006
Janet Scheel,The effects of plasma insulin and glucose on myocardial blood flow in patients with type 1 diabetes mellitus,71,2005
Janet Scheel,The contemporary prevalence of diabetic neuropathy in type 1 diabetes: findings from the T1D exchange,70,2020
Janet Scheel,Effect of gender on treatment outcomes in type 2 diabetes mellitus,70,2013
Janet Scheel,Effect of ruboxistaurin on urinary transforming growth factor-β in patients with diabetic nephropathy and type 2 diabetes,70,2007
Janet Scheel,The SGLT2 inhibitor empagliflozin for the treatment of type 2 diabetes mellitus: a bench to bedside review,68,2014
Janet Scheel,Promotion and acceleration of diabetic ulcer healing by arginine-glycine-aspartic acid (RGD) peptide matrix,68,1995
Janet Scheel,"Upper extremity impairments, pain and disability in patients with diabetes mellitus",65,2015
Janet Scheel,Efficacy of sertraline in prevention of depression recurrence in older versus younger adults with diabetes,63,2007
Janet Scheel,Prediction and prevention of treatment-related inpatient hypoglycemia,62,2012
Janet Scheel,Insights from the liraglutide clinical development program—the liraglutide effect and action in diabetes (LEAD) studies,61,2009
Janet Scheel,Treating postprandial hyperglycemia does not appear to delay progression of early type 2 diabetes: the Early Diabetes Intervention Program,58,2006
Janet Scheel,Combination treatment with telmisartan and hydrochlorothiazide in black patients with mild to moderate hypertension,58,2001
Janet Scheel,Effects of codon optimization on coagulation factor IX translation and structure: Implications for protein and gene therapies,56,2019
Janet Scheel,How to make exercise counseling more effective: lessons from rural America.,55,2008
Janet Scheel,T1D Exchange Clinic Network Evidence of a strong association between frequency of self-monitoring of blood glucose and hemoglobin A1c levels in T1D exchange clinic registry …,53,2013
Janet Scheel,"Clinical safety of the selective PKC-β inhibitor, ruboxistaurin",53,2006
Janet Scheel,"Retinopathy and clinical outcomes in patients with type 2 diabetes mellitus, chronic kidney disease, and anemia",51,2014
Janet Scheel,Linagliptin for type 2 diabetes mellitus: a review of the pivotal clinical trials,51,2012
Janet Scheel,The changing landscape of type 2 diabetes: the role of incretin-based therapies in managed care outcomes,51,2007
Janet Scheel,β‐Blocker use and diabetes symptom score: Results from the GEMINI study,51,2007
Janet Scheel,Inhaled Technosphere insulin versus inhaled Technosphere placebo in insulin-naïve subjects with type 2 diabetes inadequately controlled on oral antidiabetes agents,50,2015
Janet Scheel,Kidney Early Evaluation Program (KEEP) Findings from a community screening program,50,2004
Janet Scheel,Continuous glucose monitoring with multiple daily insulin treatment: outcome studies,49,2017
Janet Scheel,"Blood cyst of the papillary muscle. Clinical, echocardiographic and anatomic observations",49,1983
Janet Scheel,"Preventing Early Renal Loss in Diabetes (PERL) study: a randomized double-blinded trial of allopurinol—rationale, design, and baseline data",47,2019
Janet Scheel,Potentiation of abnormalities in myocardial metabolism with the development of diabetes in women with obesity and insulin resistance,47,2011
Janet Scheel,Improving microvascular outcomes in patients with diabetes through management of hypertension,47,2009
Janet Scheel,Combination therapy for type 2 diabetes: repaglinide plus rosiglitazone,47,2004
Janet Scheel,Benefit of continuous glucose monitoring in reducing hypoglycemia is sustained through 12 months of use among older adults with type 1 diabetes,45,2022
Janet Scheel,Comparative effectiveness of sodium-glucose cotransporter 2 inhibitors vs sulfonylureas in patients with type 2 diabetes,45,2021
Janet Scheel,Technosphere® insulin vs insulin lispro in patients with type 1 diabetes using multiple daily injections,45,2011
Janet Scheel,Progress and controversies: treating obesity and insulin resistance in the context of hypertension,44,2009
Janet Scheel,Differential effect of β‐blocker therapy on insulin resistance as a function of insulin sensitizer use: results from GEMINI,44,2007
Janet Scheel,Quantitative assessment of myocardial ultrasound tissue characterization through receiver operating characteristic analysis of Bayesian classifiers,44,1995
Janet Scheel,The effect of discontinuing continuous glucose monitoring in adults with type 2 diabetes treated with basal insulin,43,2021
Janet Scheel,Prevention of inpatient hypoglycemia with a real‐time informatics alert,43,2014
Janet Scheel,High prevalence of comorbid autoimmune diseases in adults with type 1 diabetes from the HealthFacts database,42,2019
Janet Scheel,"Type 2 diabetes, obesity, and sex difference affect the fate of glucose in the human heart",40,2015
Janet Scheel,"Reduction in insulin sensitivity following administration of the clinically used low‐dose pressor, norepinephrine",40,2011
Janet Scheel,Culinary medicine: advancing a framework for healthier eating to improve chronic disease management and prevention,39,2019
Janet Scheel,The rationale and design of the Glycemic Effects in Diabetes Mellitus: Carvedilol–Metoprolol Comparison in Hypertensives (GEMINI) trial,39,2005
Janet Scheel,Shoulder limited joint mobility in people with diabetes mellitus,37,2015
Janet Scheel,Protein kinase C β inhibition: the promise for treatment of diabetic nephropathy,37,2007
Janet Scheel,Late-onset T1DM and older age predict risk of additional autoimmune disease,36,2019
Janet Scheel,Peroxisome proliferator-activated receptor pathway gene polymorphism associated with extent of coronary artery disease in patients with type 2 diabetes in the bypass …,34,2011
Janet Scheel,A controlled clinical trial of angiotensin-converting enzyme inhibition in type I diabetic nephropathy: study design and patient characteristics. The Collaborative Study Group.,34,1992
Janet Scheel,Real-world evidence supporting tandem control-IQ hybrid closed-loop success in the Medicare and Medicaid type 1 and type 2 diabetes populations,33,2022
Janet Scheel,Comparative effectiveness of the sodium–glucose cotransporter 2 inhibitor empagliflozin versus other antihyperglycemics on risk of major adverse kidney events,33,2020
Janet Scheel,Optimal use of β-blockers in high-risk hypertension: a guide to dosing equivalence,33,2010
Janet Scheel,Thiazolidinediones enhance insulin-mediated suppression of fatty acid flux in type 2 diabetes mellitus,33,2002
Janet Scheel,"Reduced pharmacokinetic (PK) variability of a novel, long-acting insulin analog",33,1999
Janet Scheel,Retinopathy in African Americans and whites with insulin-dependent diabetes mellitus,33,1994
Janet Scheel,Immunomodulatory activity of humanized anti–IL-7R monoclonal antibody RN168 in subjects with type 1 diabetes,31,2019
Janet Scheel,Effect of ruboxistaurin on albuminuria and estimated GFR in people with diabetic peripheral neuropathy: results from a randomized trial,31,2015
Janet Scheel,PET detection of the impact of dobutamine on myocardial glucose metabolism in women with type 1 diabetes mellitus,31,2008
Janet Scheel,Demographic analyses of the effects of carvedilol vs metoprolol on glycemic control and insulin sensitivity in patients with type 2 diabetes and hypertension in the Glycemic …,31,2008
Janet Scheel,Effect of LDL cholesterol and treatment with losartan on end-stage renal disease in the RENAAL study,31,2008
Janet Scheel,The relationship between eating patterns and metabolic control in patients with non-insulin-dependent diabetes mellitus (NIDDM),31,1994
Janet Scheel,Alterations in left ventricular structure and function in type-1 diabetics: a focus on left atrial contribution to function,30,2006
Janet Scheel,Clinical implications of estimated glomerular filtration rate dip following sodium‐glucose cotransporter‐2 inhibitor initiation on cardiovascular and kidney outcomes,29,2021
Janet Scheel,American Association of Clinical Endocrinologists and American College of Endocrinology consensus conference on obesity: building an evidence base for comprehensive action,29,2014
Janet Scheel,lowering blood pressure with β‐blockers in combination with other renin‐angiotensin system blockers in patients with hypertension and type 2 diabetes: Results from the GEMINI trial,29,2007
Janet Scheel,"Comparative effectiveness of SGLT2 inhibitors, GLP-1 receptor agonists, DPP-4 inhibitors, and sulfonylureas on risk of major adverse cardiovascular events: emulation of a …",28,2023
Janet Scheel,What's wrong with this picture? A critical review of current centers for medicare & medicaid services coverage criteria for continuous glucose monitoring,28,2021
